1   ,"Ar, Si (amorphous) --> Si"
,
,Eckstein W.
,IPP 9/132 (2002)
,
Sputtering yields,
,
angle in degree,0
energy in eV,
1.00E-10,1.00E-10
3.50E+01,8.99E-05
3.70E+01,1.59E-04
4.00E+01,3.28E-04
4.50E+01,8.21E-04
5.00E+01,1.79E-03
1.00E+02,3.08E-02
3.00E+02,2.30E-01
5.00E+02,3.50E-01
1.00E+03,6.20E-01
3.00E+03,9.50E-01
4.00E+03,1.19E+00
1.00E+04,1.20E+00
3.00E+04,1.25E+00
1.00E+05,1.20E+00
3.00E+05,8.11E-01
