   1   ,"Ne, Si (amorphous) --> Si"
,
,Eckstein W.
,ftp.rzg.mpg.de/ftp/pub/ipp/eckstein/rep05
,
Sputtering yields,
,
angle in degree,0
energy in eV,
1.00E-10,1.00E-10
2.50E+01,9.20E-05
2.70E+01,2.25E-04
4.00E+01,3.80E-03
5.00E+01,1.05E-02
7.00E+01,3.16E-02
1.00E+02,7.27E-02
3.00E+02,3.08E-01
1.00E+03,6.30E-01
3.00E+03,8.40E-01
1.00E+04,8.58E-01
3.00E+04,7.00E-01
1.00E+05,4.57E-01
