   1   ,"Ne, Mo (amorphous) --> Mo"
,
,Eckstein W.
,ftp.rzg.mpg.de/ftp/pub/ipp/eckstein/rep05
,
Sputtering yields,
,
angle in degree,0
energy in eV,
1.00E-10,1.00E-10
2.50E+01,1.88E-06
2.70E+01,1.66E-05
3.00E+01,1.27E-04
4.00E+01,2.77E-03
3.00E+02,3.60E-01
3.00E+03,1.17E+00
3.00E+04,1.14E+00
1.00E+05,7.18E-01
