1,"Ne, B (amorphous) --> B"
,
,Eckstein W.
,ftp.rzg.mpg.de/ftp/pub/ipp/eckstein/rep05
,
Sputtering yields,
,
angle in degree,0
energy in eV,
1.00E-10,1.00E-10
5.00E+01,1.77E-04
7.00E+01,2.02E-03
1.00E+02,1.06E-02
2.00E+02,6.98E-02
1.00E+04,5.36E-01
3.00E+04,4.55E-01
1.00E+05,2.91E-01
