ppl,ub_ar,ub_ne,ub_he,urf_ar,urf_ne,urf_he,d1h_b_ar,d1h_b_ne,d1h_b_he,s_ar,s_ne,s_he
25.0,-78.71137206801636,-49.39030677851661,-39.75612815753297,106.531489557028,98.8301212573149,98.7218661753892,0.0012721469758158461,0.09027712090075225,0.38581171302488876,-0.997611676352536,-0.547532868807545,0.996853998235975
26.0,-81.45117637640041,-52.20305281608695,-42.781314325441485,109.449533287742,101.729989107179,101.761237534197,0.00346567750845931,0.11777221376724416,0.43465600184883585,-0.994053658106774,-0.498990126395617,0.994556421216393
27.0,-84.14281365887774,-54.96835811750349,-45.75841019030864,112.318155503443,104.585431887281,104.759337495859,0.007230623497038641,0.14906336528158873,0.4848839817770932,-0.988608123876693,-0.455491712670947,0.991947150592147
28.0,-86.78873984735905,-57.688558622167974,-48.689706083625886,115.139787815415,107.398423234149,107.717800436277,0.012590204968597663,0.1841509923972612,0.5362603749975592,-0.981706078310452,-0.416385021558628,0.989120721515446
29.0,-89.3912090076421,-60.365802655277534,-51.57730990347866,117.91666930736,110.170795648035,110.63815584548,0.019562867195337705,0.2230244012445446,0.5885716239856272,-0.973678298485636,-0.381079594591899,0.986141994939856
30.0,-91.95229584039441,-63.00207161423369,-54.423167468250575,120.650867148594,112.90425413996,113.521837492114,0.028162850830664145,0.2656631086569931,0.6416254925689484,-0.964780265395262,-0.349060911501234,0.983056368914365
31.0,-94.47391505446767,-65.5991977774107,-57.229079965036156,123.344294464605,115.600388240326,116.370191586662,0.0384006836908896,0.3120380215067032,0.6952502027272361,-0.955210553061304,-0.319888705991888,0.979896249941892
32.0,-96.95783812853144,-68.1588797153947,-59.996718994242435,125.998725896371,118.260682601176,119.184484073401,0.05028360693641276,0.3621124919649103,0.7492932647036487,-0.945124457956794,-0.293189396933429,0.976685231989988
33.0,-99.40570787921808,-70.68269569193995,-62.7276396111547,128.615811202201,120.886526386675,121.96590716171,0.06381594604614951,0.41584326327595333,0.8036201231626552,-0.934644156568341,-0.268646941250367,0.973440840364295
34.0,-101.81905117698525,-73.17211536934295,-65.42329168741895,131.197087193885,123.47922161571,124.715585191205,0.07899943513336903,0.47318131910410705,0.8581127123827339,-0.923866320106913,-0.245993948816918,0.9701763600029
35.0,-104.19929008983983,-75.62851007577484,-68.08502985468843,133.743988249053,126.039990595102,127.43457991166,0.09583350147871988,0.5340726471505565,0.9126679889238362,-0.912867857651232,-0.225003758281085,0.966902069661243
36.0,-106.54775168629008,-78.05316184670683,-70.71412224491955,136.257855601367,128.569982561014,130.123895247346,0.11431551615056587,0.5984589264608068,0.9671964904756434,-0.901710274034901,-0.205483654576769,0.963626084903391
37.0,-108.86567668966882,-80.44727141622907,-73.31176769425397,138.739945577344,131.070279628662,132.784491332305,0.13444101547820164,0.666278146519903,1.0216286167872377,-0.890442996569138,-0.187269186559352,0.960354928225759
38.0,-111.15422714423143,-82.81196530478175,-75.87906375407604,141.191436921838,133.541902135965,135.417248638508,0.15620389742426444,0.737465165190745,1.0758819667708417,-0.879105929583308,-0.170219459217379,0.957093982720666
39.0,-113.41449322759847,-85.14830212606697,-78.41707237547661,143.613437332173,135.985813454528,138.023032581317,0.17959659614239462,0.8119522116717783,1.1299083034963777,-0.867731427368244,-0.154213254211502,0.953847703840703
40.0,-115.64749932296588,-87.4572782165247,-80.92678460268704,146.006989302721,138.402924331194,140.602655046545,0.2046102373454518,0.88966933990325,1.1836595277843607,-0.856345826589946,-0.139145839046601,0.950619872163238
41.0,-117.85420944710772,-89.73983267484493,-83.40913586917105,148.373075366646,140.794096814698,143.156888028143,0.23123477925197528,0.9705448372261174,1.2370951103885406,-0.844970641524107,-0.12492634193114,0.947413725786798
42.0,-120.03553211580423,-91.99685188585659,-85.8650103480453,150.712622808959,143.160147814721,145.686466316536,0.25945913383096986,1.05450559254512,1.2901811792030262,-0.833623505367582,-0.111475588493904,0.944232065441195
43.0,-122.19232471637686,-94.22917359223803,-88.29524486711314,153.026507914507,145.501852334366,148.192089958723,0.2892712824130289,1.1414774278030664,1.3428896992241646,-0.822318908680071,-0.0987243146076929,0.941077331465796
44.0,-124.32539744702818,-96.43759056841571,-90.70063244141475,155.315559805681,147.819946411855,150.674426513347,0.32065837486606824,1.2313853961473358,1.395197739491423,-0.811068787693027,-0.0866116853988847,0.93795166089791
45.0,-126.4355168743237,-98.6228539434099,-93.08192546866842,157.580563917185,150.115129802666,153.134113121207,0.3536068209258767,1.3241540498423234,1.4470868205086043,-0.799882991752624,-0.0750840637925577,0.93485693045561
46.0,-128.52340915311055,-100.7856762129919,-95.4398386266664,159.822265148882,152.388068429487,155.571758409329,0.3881023724434518,1.419707680642906,1.4985423353465581,-0.788769657473741,-0.0640939828626021,0.931794789487755
47.0,-130.5897629472192,-102.9267339761151,-97.77505150638393,162.041370732375,154.639396624032,157.987944244629,0.4241301980404608,1.5179705352463693,1.5495530376468052,-0.777735509327839,-0.0535992850206335,0.928766685754719
48.0,-132.63523208424982,-105.0466704260018,-100.08821101007607,164.238552842434,156.869719181846,160.38322735143,0.4616749504756666,1.6188670076252267,1.6001105899549226,-0.766786102408851,-0.0435623984101044,0.925773886041877
49.0,-134.6604379734501,-107.14609762236888,-102.37993353983443,166.414450980436,159.079613248802,162.758140805517,0.5007208281361873,1.72232181099639,1.6502091661607095,-0.755926019056069,-0.0339497261320023,0.922817493044673
50.0,-136.66597181202403,-109.22562269103334,-104.65080699883913,168.569674153658,161.269655467108,165.113195416048,0.5412516307658392,1.8282715947662411,1.6998451022403234,-0.745159028973066,-0.0247310243387856,0.919898459561941
51.0,-138.65239660206854,-111.28575128959163,-106.901392624772,170.704802871369,163.440319891685,167.448881005417,0.583250810320397,1.936618730179478,1.7490165899626489,-0.734488220034073,-0.0158793926980134,0.917017600663732
52.0,-140.62024899763364,-113.32704007622739,-109.13222667248502,172.82039097618,165.592138202537,169.765667596141,0.6267015172917025,2.0473017189737264,1.7977234087150282,-0.723916105632776,-0.00737023577023305,0.914175604426441
53.0,-142.5700409990731,-115.34999566128384,-111.34382196097619,174.916967326942,167.725592971325,172.064006512872,0.6715866429946645,2.1602479132809473,1.8459666908094616,-0.713444713116259,0.00081860240208051,0.911373041584694
54.0,-144.50226150983946,-117.35510231965628,-113.53666929795905,176.995037347644,169.84114654601,174.344331406843,0.7178888581995485,2.275385590306938,1.8937487170287015,-0.703075656930868,0.00870723157669339,0.908610374084969
55.0,-146.4173777691309,-119.34282334883997,-115.71123879378914,179.055084455087,171.939242216086,176.607059209301,0.7655906484541103,2.3926440328585885,1.9410727376490116,-0.692810199365561,0.0163139528866615,0.90588796331724
56.0,-148.31586441531533,-121.3136023223167,-117.8679810751814,181.097601227087,174.020305293012,178.852591019854,0.8146788611587779,2.5119535990224,1.9879428170077384,-0.682649153633482,0.0236554641916661,0.903206077503534
