cond_name,b2mo_ar,b2mo_ne,b2mo_he
1,0.551523513029076,0.986485392705564,3.72112475758648
2,0.279101412507141,0.784081274416964,4.66803094023323
3,0.474858772897023,1.04295535377291,3.02113925686141
4,0.587486833265981,0.963353569991387,4.00206046761319
