ppl,f,ub_ar,ub_ne,ub_he,urf_ar,urf_ne,urf_he,d1h_b_ar,d1h_b_ne,d1h_b_he,s_ar,s_ne,s_he
12.0,40.0,-83.68077847434887,-60.28415959426486,-57.86028642709067,110.344974777956,105.462352644971,109.570992563624,0.0024397227863446162,0.08256618424152429,0.2608585745741609,-0.995668822266243,-0.660392660081016,0.966366115360377
12.0,50.0,-55.01060003361276,-30.847146968071762,-25.80288428885644,79.8633122559592,75.1340732107886,77.2208165135072,0.0,0.0007123775521462339,0.0964553290515628,-1.0,-0.987795929536502,1.0
12.0,60.0,-36.391768750919084,-11.860864163867006,-5.346832377145816,60.2545494260799,55.9809573734981,57.1688238067082,0.0,0.0,0.016749920625604892,-1.0,-1.0,1.0
12.0,70.0,-23.478003714419422,1.2366288685444857,8.655853169011742,46.8028288312731,43.0859850607016,43.8895813937945,0.0,0.0,0.0,-1.0,-2.0,-2.0
12.0,80.0,-14.097879657868749,10.723157529814756,18.753595334074653,37.1549285683794,34.0008940422331,34.6606178650035,0.0,0.0,0.0,-1.0,-2.0,-2.0
12.0,90.0,-7.045586472164423,17.85828316527272,26.339137683908195,30.0056148424446,27.3761404307322,28.0023928407724,0.0,0.0,0.0,-2.0,-2.0,-2.0
12.0,100.0,-1.5982702560186333,23.39124364502947,32.2301137330813,24.5733574739733,22.4118900096698,23.0520504026228,0.0,0.0,0.0,-2.0,-2.0,-2.0
13.0,30.0,-140.5978310813133,-119.1503796064994,-122.84623280419854,171.381759774831,167.281239521728,176.908590390843,0.15416337455974713,0.555590807094896,0.47113973715449486,-0.856316745349785,-0.334865523038138,0.808928802958424
13.0,40.0,-89.59087342602626,-66.382377485758,-64.55442110101201,116.657108464196,111.808959170778,116.421132352387,0.008175040463589538,0.12487297360554153,0.31474875484063575,-0.98781329334263,-0.607751301763908,0.951011659133671
13.0,50.0,-59.63078328548322,-35.58062538756841,-30.937617626273905,84.756284964896,79.9685595003429,82.3402459274241,0.0,0.00416279182221733,0.1329344600668444,-1.0,-0.951396360106513,1.0
13.0,60.0,-40.140996509125,-15.67721468413859,-9.44762696291896,64.1862884366314,59.7943850207368,61.1364870721914,0.0,0.0,0.030386591951232052,-1.0,-1.0,1.0
13.0,70.0,-26.598072701122696,-1.924870466246169,5.280286352616876,50.0378141718428,46.1669118259295,47.0468751499096,0.0,0.0,0.0029178486441120526,-1.0,-2.0,1.0
13.0,80.0,-16.742278586350913,8.048353240937978,15.906694860156982,39.8612358478907,36.5349133339339,37.22564757113,0.0,0.0,0.0,-1.0,-2.0,-2.0
13.0,90.0,-9.318703941621013,15.555545054842845,23.888864549193197,32.2977229810423,29.4901681633603,30.1220909284282,0.0,0.0,0.0,-2.0,-2.0,-2.0
13.0,100.0,-3.5748725996994715,21.378997241856144,30.084295577920532,26.5334013703638,24.1965118129004,24.8292283184616,0.0,0.0,0.0,-2.0,-2.0,-2.0
14.0,30.0,-148.3430213782945,-127.19545857132522,-131.80225880541218,179.719787545339,175.802021244432,186.297955747886,0.20110442117379715,0.6769620674060226,0.5169080160157705,-0.832478990008645,-0.308167813663892,0.788976928034967
14.0,40.0,-95.2951364767324,-72.27455089513575,-71.03504865901797,122.756490248885,117.95697642011,123.076571536956,0.01759779520446622,0.17587827244771131,0.3693182807796379,-0.977524002407228,-0.563311125724069,0.935439378715007
14.0,50.0,-64.09668861104541,-40.16234444178326,-35.91837323953098,89.4938902410736,84.6657711425425,87.332171963517,0.0,0.012713721628577595,0.17386104758120693,-1.0,-0.894138823321323,1.00010341752299
14.0,60.0,-43.77110348417065,-19.377393447281833,-13.431263166103385,68.0020812962239,63.5111196190347,65.0184440803794,0.0,0.0,0.04861943684307711,-1.0,-1.0,1.0
14.0,70.0,-29.62436845256029,-4.994395292397826,1.9983266248660598,53.1854951745402,49.1790116295165,50.1453264547904,0.0,0.0,0.005263072046120664,-1.0,-1.0,1.0
14.0,80.0,-19.311761606934464,5.448728084165509,13.137966502243906,42.5017205511508,39.019654933984,39.7495180592483,0.0,0.0,0.0,-1.0,-2.0,-2.0
14.0,90.0,-11.531172928567326,13.316196819497254,21.506478969282952,34.5404045188922,31.5688125950684,32.21247451556,0.0,0.0,0.0,-2.0,-2.0,-2.0
14.0,100.0,-5.501678306698885,19.421810799997374,27.999367254436315,28.4566170547092,25.9557200022726,26.5851944676091,0.0,0.0,0.0,-2.0,-2.0,-2.0
15.0,30.0,-155.82820085920548,-134.97434782357536,-140.4727718604475,187.783153870331,184.052617745633,195.405817595114,0.25357867654238847,0.8060077686688404,0.56088848074326,-0.809075996747039,-0.284423301067426,0.770579284027306
15.0,40.0,-100.81372594538178,-77.98029640339811,-77.32170018688977,128.663333433593,123.923899474098,129.553000652252,0.030753761423302432,0.2353432804194362,0.4239522689395321,-0.965783511050593,-0.525183647271435,0.919949820401186
15.0,50.0,-68.42282457254889,-44.60621671009241,-40.758845765387754,94.0899943491477,89.23667195497,92.2056347109593,0.0,0.026613992323590845,0.21848718285923371,-1.0,-0.835413838583115,0.99702007044074
15.0,60.0,-47.29277463973193,-22.971732970807082,-17.308155583196765,71.7114546149047,67.1379754122262,68.8199723530818,0.0,0.0,0.07135308879171287,-1.0,-1.0,1.0
15.0,70.0,-32.56488473312673,-7.980035870457598,-1.1985696658441398,56.2523102544177,52.1264570878795,53.1880520301068,0.0,0.0,0.010621356674579476,-1.0,-1.0,1.0
15.0,80.0,-21.812402177224957,2.91760210344156,10.43997351983311,45.080589973218,41.457595595952,42.2340638523323,0.0,0.0,0.0,-1.0,-2.0,-2.0
15.0,90.0,-13.687698817096752,11.134435653061807,19.185144564612273,36.7362532382069,33.6134640064538,34.2746628927055,0.0,0.0,0.0,-1.0,-2.0,-2.0
15.0,100.0,-7.38245924768033,17.51441615786371,25.96886176724675,30.3444694092623,27.6902116029822,28.320624543882,0.0,0.0,0.0,-2.0,-2.0,-2.0
16.0,30.0,-163.0779995794589,-142.51175922674247,-148.8834680036447,195.59747188318,192.057180079388,204.256066532413,0.3112950777882363,0.9416469711898633,0.6032038501012987,-0.786170210983189,-0.263113277057134,0.75365263830615
16.0,40.0,-106.16371177115502,-83.51628730594828,-83.43104110929856,134.394848575049,129.724808849897,135.864113374878,0.04765566471855885,0.30296396512242907,0.47821460893711015,-0.953167431898603,-0.491977105280851,0.904710058843632
16.0,50.0,-72.62156855250154,-48.92410074015845,-45.47072045196673,98.5565438947069,93.6908429334855,96.9686594420497,0.0,0.04603365403990707,0.26610332633216177,-1.0,-0.781171591420032,0.990655601171521
16.0,60.0,-50.71518707794746,-26.46906486217496,-21.087143013482837,75.3227306226348,70.6810316167331,72.5458360237261,0.0,0.0,0.09838851063439827,-1.0,-1.0,1.0
16.0,70.0,-35.426535387206556,-10.888686659994725,-4.3175891819006225,59.243991268091,55.0130540376497,56.177911019154,0.0,0.0,0.01918828166722641,-1.0,-1.0,1.0
16.0,80.0,-24.249482246635708,0.44932118505272456,7.806482918894886,47.6016865106028,43.8510587064417,44.6810321810636,0.0,0.0,0.0,-1.0,-2.0,-2.0
16.0,90.0,-15.792385019981811,9.005394960149822,16.91921740696835,38.8877282867349,35.6254801981344,36.3097157854914,0.0,0.0,0.0,-1.0,-2.0,-2.0
16.0,100.0,-9.220474813820683,15.652438786395432,23.987477984468935,32.1984098803174,29.4007175851051,30.0361695327386,0.0,0.0,0.0,-2.0,-2.0,-2.0
17.0,30.0,-170.1134062937521,-149.82886538945326,-157.05638969752977,203.184623857006,199.836533958784,212.869395189727,0.3739626431096841,1.0829053623244569,0.6439794643734434,-0.763802974844074,-0.243848232459765,0.738099303906223
17.0,40.0,-111.35969956900583,-88.89684059321269,-89.37745436978871,139.965831022732,135.372810277636,142.021961014769,0.06829076602457597,0.37839053167424486,0.5318086171145706,-0.940025579517382,-0.462670978052286,0.889821678491754
17.0,50.0,-76.7035485967829,-53.12622359360357,-50.064078763877106,102.903879975895,98.0367266683857,101.628408236477,0.00019411658883645332,0.07107778379345656,0.3160638291971222,-0.999723247392822,-0.732718593133397,0.982572070902647
17.0,60.0,-54.04629262297948,-29.877040471374798,-24.775820567305644,78.8432232348983,74.1457550840494,76.2003517840955,0.0,0.0004409584429327797,0.12945148404378612,-1.0,-0.994290707022371,1.0
17.0,70.0,-38.21534993852695,-13.726292682338169,-7.36486108276479,62.165657026311,57.8422767290142,59.1175321841061,0.0,0.0,0.031083504373308007,-1.0,-1.0,1.0
17.0,80.0,-26.627633167661802,-1.9609642701912193,5.232238686953686,50.0685149645877,46.2022158259484,47.0920394416449,0.0,0.0,0.0038292238842987116,-1.0,-2.0,1.0
17.0,90.0,-17.848841480922925,6.924933156332031,14.703953420420433,40.9971405213353,37.6061716521362,38.3186472095195,0.0,0.0,0.0,-1.0,-2.0,-2.0
17.0,100.0,-11.018592940218959,13.832188858332874,22.050802783853793,34.0198685659841,31.0879808078385,31.732454541138,0.0,0.0,0.0,-2.0,-2.0,-2.0
18.0,30.0,-176.95240847541942,-156.9438919671889,-165.01061769759622,210.563402623754,207.408701209077,221.263866988255,0.44128878143715494,1.228899331625438,0.6833359340373565,-0.742001763902822,-0.226327596534146,0.72381550365455
18.0,40.0,-116.41430141801925,-94.13436060939037,-95.17340151815394,145.389108970962,140.879377150349,148.037150961609,0.09262658249308015,0.46124264171181667,0.5845292756975579,-0.926577873370586,-0.436510297935517,0.875350473794694
18.0,50.0,-80.67802208122434,-57.22148329546747,-54.547701442229865,107.141077034896,102.281805395239,106.19130391246,0.0014736318564077845,0.10179770542827644,0.36779901054507735,-0.998160966240551,-0.689828757791073,0.973538007706675
18.0,60.0,-57.29303553672471,-33.202262891943434,-28.3807841198921,82.2793966734874,77.5369914102756,79.7874446563933,0.0,0.0025880686347826997,0.1642179098150685,-1.0,-0.974676240072618,1.0
18.0,70.0,-40.93662529898111,-16.49803189123373,-10.34567462259129,65.0218944445836,60.6173012788601,62.0093379413945,0.0,0.0,0.04635866453913572,-1.0,-1.0,1.0
18.0,80.0,-28.95094486282415,-4.317460746089857,2.7127408501344803,52.4842725823039,48.5130926521967,49.4685945137733,0.0,0.0,0.005874194317350627,-1.0,-1.0,1.0
18.0,90.0,-19.86026771083661,4.889481534533985,12.535360548471182,43.0666500050957,39.5567935495048,40.3023803152502,0.0,0.0,0.0,-1.0,-2.0,-2.0
18.0,100.0,-12.77935835052169,12.050512018399594,20.1551124647644,35.8102320824298,32.752741493838,33.4100785450281,0.0,0.0,0.0,-2.0,-2.0,-2.0
19.0,30.0,-183.61066626977845,-163.87268240897694,-172.76280225127064,217.750203657219,214.789422666719,229.455361158127,0.5129914559392144,1.3788371161550264,0.7213857119682382,-0.720783794383959,-0.210313717267225,0.710697047968861
19.0,40.0,-121.33849700999708,-99.2396802163499,-100.82985790206764,150.675890328405,146.254620582182,153.919171320658,0.12061527404163308,0.5511213248117162,0.6362561150773832,-0.912967058356626,-0.412928740013629,0.861339907095534
19.0,50.0,-84.55307442304877,-61.21768179624057,-58.929299662924805,111.276108737084,106.432745402816,110.663132138003,0.004766653191177596,0.13820022322506817,0.420818024654637,-0.994733778228149,-0.65183968523715,0.963982107533263
19.0,60.0,-60.46152277085609,-36.45060491799817,-31.90781429666785,85.6369944792671,80.8591855180152,83.310695349267,0.0,0.007734873525580408,0.20233521266889654,-1.0,-0.941364366879179,1.0
19.0,70.0,-43.59504524340021,-19.208453229030965,-13.264640893746176,67.8168281883727,63.3410364277997,64.8555655399125,0.0,0.0,0.06500603922362339,-1.0,-1.0,1.0
19.0,80.0,-31.223051887113677,-6.62385212281653,0.24409396885286583,54.8518788111937,50.7855772093519,51.812107570142,0.0,0.0,0.0101868616951878,-1.0,-1.0,1.0
19.0,90.0,-21.82951771645614,2.895932026261818,10.409970407625075,45.0982697382641,41.478542104684,42.2618242540548,0.0,0.0,0.0,-1.0,-2.0,-2.0
